image_name,tags
file_18945,clear primary slash_burn agriculture cultivation
file_18946,haze primary agriculture
file_18947,clear primary
file_18948,clear primary agriculture cultivation
file_18949,clear primary road agriculture
file_1895,clear primary
file_18950,clear primary
file_18951,cloudy
file_18952,clear primary
file_18953,clear primary agriculture
file_18954,clear primary
file_18955,clear primary
file_18956,primary partly_cloudy
file_18957,clear primary water
file_18958,clear primary road agriculture
file_18959,clear selective_logging primary water cultivation
file_1896,clear primary
file_18960,clear primary
file_18961,primary road water agriculture partly_cloudy
file_18962,clear primary
file_18963,clear primary
file_18964,haze primary road
file_18965,clear primary
file_18966,clear primary water
file_18967,clear primary
file_18968,clear primary agriculture
file_18969,clear primary road agriculture cultivation
file_1897,clear primary
file_18970,cloudy
file_18971,clear primary water
file_18972,primary partly_cloudy
file_18973,clear haze primary road water
file_18974,clear primary
file_18975,primary partly_cloudy
file_18976,clear primary
file_18977,clear primary
file_18978,clear primary
file_18979,clear primary
file_1898,clear primary water agriculture cultivation
file_18980,clear water
file_18981,primary water agriculture cultivation partly_cloudy
file_18982,clear primary
file_18983,clear primary water partly_cloudy
file_18984,clear primary road agriculture
file_18985,cloudy
file_18986,primary water agriculture partly_cloudy
file_18987,clear primary water
file_18988,clear primary
file_18989,clear primary
file_1899,clear primary road agriculture
file_18990,clear primary
file_18991,clear primary road agriculture
file_18992,clear primary
file_18993,clear primary
file_18994,clear primary
file_18995,primary road water partly_cloudy
file_18996,clear primary
file_18997,primary partly_cloudy
file_18998,clear primary
file_18999,clear primary water
file_19,primary partly_cloudy
file_190,clear primary
file_1900,cloudy
file_19000,clear primary
file_19001,clear primary road agriculture
file_19002,clear primary
file_19003,clear primary water
file_19004,primary agriculture partly_cloudy
file_19005,clear primary water agriculture
file_19006,cloudy
file_19007,primary partly_cloudy
file_19008,clear primary road agriculture cultivation habitation
file_19009,primary road agriculture partly_cloudy
file_1901,cloudy
file_19010,clear primary agriculture
file_19011,clear primary
file_19012,clear primary
file_19013,clear primary
file_19014,clear primary road agriculture cultivation
file_19015,clear primary road agriculture
file_19016,primary partly_cloudy
file_19017,clear primary
file_19018,clear primary
file_19019,primary partly_cloudy
file_1902,clear primary agriculture
file_19020,clear primary
file_19021,clear primary
file_19022,primary agriculture partly_cloudy
file_19023,clear primary agriculture
file_19024,clear primary
file_19025,clear primary
file_19026,clear primary
file_19027,clear primary water
file_19028,cloudy
file_19029,primary partly_cloudy
file_1903,clear primary
file_19030,clear primary
file_19031,clear primary
file_19032,clear primary bare_ground water
file_19033,cloudy
file_19034,primary partly_cloudy
file_19035,clear primary
file_19036,primary partly_cloudy
file_19037,primary agriculture partly_cloudy
file_19038,clear primary
file_19039,primary water partly_cloudy
file_1904,clear primary
file_19040,clear primary
file_19041,clear primary road agriculture
file_19042,clear haze primary water agriculture
file_19043,clear primary
file_19044,clear primary
file_19045,clear primary water
file_19046,clear primary road agriculture habitation
file_19047,clear primary
file_19048,clear primary
file_19049,clear primary road agriculture
file_1905,clear primary road agriculture habitation
file_19050,primary partly_cloudy
file_19051,clear primary road agriculture
file_19052,clear cloudy
file_19053,clear primary water
file_19054,clear primary road agriculture
file_19055,clear primary
file_19056,primary partly_cloudy
file_19057,clear primary road agriculture
file_19058,primary agriculture partly_cloudy
file_19059,haze primary agriculture
file_1906,primary water agriculture partly_cloudy
file_19060,cloudy
file_19061,primary partly_cloudy
file_19062,clear primary
file_19063,primary partly_cloudy
file_19064,clear primary water agriculture
file_19065,clear primary
file_19066,clear primary water agriculture
file_19067,clear primary road
file_19068,clear primary road agriculture habitation
file_19069,clear primary
file_1907,clear primary road agriculture habitation
file_19070,clear primary
file_19071,primary partly_cloudy
file_19072,clear primary road water cultivation habitation
file_19073,haze primary
file_19074,clear primary
file_19075,clear primary
file_19076,clear primary
file_19077,clear primary
file_19078,primary cultivation partly_cloudy
file_19079,clear primary agriculture cultivation
file_1908,cloudy
file_19080,clear primary water agriculture
file_19081,clear primary agriculture
file_19082,clear primary road agriculture habitation
file_19083,primary agriculture partly_cloudy
file_19084,haze primary water
file_19085,primary road agriculture habitation partly_cloudy
file_19086,clear primary road water
file_19087,clear primary
file_19088,primary water partly_cloudy
file_19089,primary partly_cloudy
file_1909,clear primary road habitation
file_19090,clear water
file_19091,clear primary
file_19092,clear primary
file_19093,clear primary road agriculture
file_19094,clear primary agriculture
file_19095,clear primary cultivation
file_19096,primary partly_cloudy
file_19097,clear primary
file_19098,primary partly_cloudy
file_19099,clear primary road water agriculture
file_191,clear primary water agriculture
file_1910,clear primary
file_19100,clear primary
file_19101,clear primary
file_19102,clear primary road agriculture
file_19103,primary agriculture partly_cloudy
file_19104,cloudy
file_19105,clear primary
file_19106,clear primary water agriculture
file_19107,clear primary
file_19108,primary partly_cloudy
file_19109,clear primary road agriculture habitation
file_1911,clear primary
file_19110,clear primary
file_19111,primary partly_cloudy
file_19112,clear primary water
file_19113,clear primary
file_19114,primary agriculture partly_cloudy
file_19115,clear water
file_19116,clear primary road agriculture
file_19117,clear primary road
file_19118,clear primary
file_19119,clear primary
file_1912,clear primary water
file_19120,primary partly_cloudy
file_19121,clear primary agriculture
file_19122,primary road agriculture partly_cloudy
file_19123,clear primary water
file_19124,primary
file_19125,clear primary road habitation
file_19126,clear primary road water agriculture
file_19127,haze primary
file_19128,clear primary
file_19129,clear primary
file_1913,clear primary road
file_19130,clear primary water
file_19131,primary partly_cloudy
file_19132,clear primary
file_19133,primary water partly_cloudy
file_19134,clear primary
file_19135,clear primary
file_19136,primary partly_cloudy
file_19137,clear primary
file_19138,clear primary
file_19139,clear primary road agriculture
file_1914,clear primary road
file_19140,primary
file_19141,clear primary
file_19142,clear primary water
file_19143,clear primary
file_19144,clear primary water agriculture habitation
file_19145,clear primary road agriculture habitation
file_19146,clear primary water
file_19147,clear primary water
file_19148,clear primary
file_19149,primary road agriculture partly_cloudy
file_1915,clear primary road habitation
file_19150,primary water partly_cloudy
file_19151,primary partly_cloudy
file_19152,clear primary
file_19153,clear primary water
file_19154,clear primary
file_19155,clear primary road agriculture
file_19156,clear primary road agriculture
file_19157,clear primary water agriculture
file_19158,clear primary road agriculture
file_19159,clear primary water agriculture
file_1916,clear primary water
file_19160,clear primary road agriculture
file_19161,clear primary water agriculture
file_19162,clear primary road agriculture habitation
file_19163,clear primary water
file_19164,primary partly_cloudy
file_19165,clear primary water
file_19166,clear primary
file_19167,clear primary
file_19168,primary road partly_cloudy
file_19169,clear primary
file_1917,primary agriculture partly_cloudy
file_19170,primary partly_cloudy
file_19171,cloudy
file_19172,clear primary
file_19173,clear primary agriculture
file_19174,artisinal_mine clear primary water
file_19175,haze primary
file_19176,clear primary
file_19177,clear primary
file_19178,clear primary
file_19179,clear primary
file_1918,primary partly_cloudy
file_19180,clear primary
file_19181,clear primary
file_19182,clear primary road agriculture cultivation habitation
file_19183,primary partly_cloudy
file_19184,clear primary road water habitation
file_19185,clear primary road agriculture
file_19186,haze primary
file_19187,clear primary agriculture cultivation
file_19188,clear primary
file_19189,cloudy
file_1919,clear primary water
file_19190,primary partly_cloudy
file_19191,primary partly_cloudy
file_19192,primary road water agriculture cultivation habitation partly_cloudy
file_19193,primary road partly_cloudy
file_19194,clear primary agriculture cultivation
file_19195,clear primary agriculture cultivation habitation
file_19196,clear primary
file_19197,clear primary water agriculture
file_19198,clear primary road water
file_19199,haze primary water agriculture
file_192,clear primary road agriculture
